Location,House_Type,Contractor,Address,Bedrooms,Bathrooms,Toilets,Parking_Space,Price
Lagos,Terraced duplex,Phoenix Realtors,"Off Ligali, Victoria Island (VI), Lagos",4,4,5,,160000000
Lagos,Terraced duplex,Phoenix Realtors,"Off Adeola Odeku, Victoria Island (VI), Lagos",4,4,5,,360000000
Lagos,Terraced duplex,Beulah Rest Properties,"Greenville Estate Near Nevada Hotel, Agungi, Lekki, Lagos",4,4,5,3,75000000
Lagos,Semi duplex,Saint Ralph Homes,"Parkview, Ikoyi, Lagos",4,6,6,5,500000000
Lagos,Flat,Skylar Homes & Properties,"Pinnock Beach Estate, Osapa, Lekki, Lagos",6,7,7,10,1500000000
Lagos,Detached duplex,Fn Realtors Limited,"Chevron Road, Lekki, Lagos",4,4,5,5,120000000
Lagos,Terraced duplex,Luch Properties,"Ikate Elegushi, Lekki, Lagos",4,4,5,2,220000000
Lagos,Detached duplex,Fn Realtors Limited,"Lekki Phase 1, Lekki, Lagos",5,5,6,7,360000000
Lagos,Semi duplex,Fn Realtors Limited,"Sangotedo, Ajah, Lagos",4,4,5,5,55000000
Lagos,Flat,Fn Realtors Limited,"Old Ikoyi, Ikoyi, Lagos",4,4,4,3,450000000
Lagos,Detached duplex,Fn Realtors Limited,"Ikate, Lekki, Lagos",4,4,5,5,165000000
Lagos,Detached duplex,Fn Realtors Limited,"Osapa London, Osapa, Lekki, Lagos",5,5,6,6,450000000
Lagos,Detached duplex,Cee & Ee Properties Ltd,"Lekki County, Ikota, Lekki, Lagos",5,5,6,7,200000000
Lagos,Detached duplex,Cee & Ee Properties Ltd,"Happyland Estate, Just After Lbs, Sangotedo, Ajah, Lagos",5,5,6,4,85000000
Lagos,Terraced duplex,Bluehedge Realtors,"Chevron Tollgate, Lekki, Lagos",4,4,5,2500,65000000
Lagos,Detached duplex,News Realty,"Ikoyi, Lagos",5,5,6,4,1000000000
Lagos,Terraced duplex,Superite Estate Investment Limited,"Orchid, Lekki, Lagos",4,4,5,,75000000
Lagos,Semi duplex,Homes&apartments,"Lekki Gardens Phase 4, Lekki, Lagos",3,4,4,2,120000000
Lagos,Semi duplex,The Wallington Company Limited,"Diamond Estate Beside Novare Mall, Sangotedo, Ajah, Lagos",4,4,5,4,55000000
Lagos,Semi duplex,Heart Ogar Property,"Lekki Phase 1, Lekki, Lagos",4,4,5,3,120000000
Lagos,Terraced duplex,Heric Oni Resources Ltd,"Road 9b, Lekki Gardens Phase Two, Ajah, Lagos",4,3,4,7,28000000
Lagos,Semi duplex,Maxim Concept Realtor,"Off Wole Ariyo, Lekki Phase 1, Lekki, Lagos",3,3,4,4,100000000
Lagos,Terraced duplex,,"Adeniyi Jones Ikeja, Adeniyi Jones, Ikeja, Lagos",4,4,5,2,135000000
Lagos,Terraced duplex,,"GRA, Ogudu, Lagos",4,4,5,3,150000000
Lagos,Terraced duplex,Boyol Properties,"Orchid Road, Lekki Phase 2, Lekki, Lagos",4,4,5,3,76000000
Lagos,Terraced duplex,Naija Realtor Limited,"Atlantic Nominees Estate, Ajah, Lagos",3,3,4,2,85000000
Lagos,Detached duplex,Naija Realtor Limited,"Block 5a, Plot 14, Pinnock Beach Estate, Lekki Phase 2, Lekki, Lagos",3,4,5,3,500000000
Lagos,Detached duplex,Overhplus Properties Limited,"Off Freedom Way, Ikate, Lekki, Lagos",5,5,6,2,220000000
Lagos,Semi duplex,,"Ikeja, Lagos",4,4,5,3,120000000
Lagos,Flat,Joe Etoniru And Associates,"Lekki Phase 1, Lekki, Lagos",4,4,5,,330000000
Lagos,Semi duplex,Beth-iros Real Estate,"Ikota, Lekki, Lagos",4,4,5,4,75000000
Lagos,Terraced duplex,Beth-iros Real Estate,"Orchid, Lekki, Lagos",4,4,5,2,67000000
Lagos,Detached duplex,Beth-iros Real Estate,"Lekki County, Lekki, Lagos",4,4,5,3,95000000
Lagos,Detached duplex,Beth-iros Real Estate,"Ajah, Lagos",4,4,5,3,85000000
Lagos,Semi duplex,Beth-iros Real Estate,"Lekki County, Lekki, Lagos",4,4,5,5,120000000
Lagos,Terraced duplex,Boyol Properties,"Orchid Road, Lekki Phase 2, Lekki, Lagos",4,4,5,2,67000000
Lagos,Detached duplex,Beth-iros Real Estate,"Ologolo, Lekki, Lagos",5,5,6,4,120000000
Lagos,Detached duplex,Beth-iros Real Estate,"Osapa, Lekki, Lagos",5,5,6,5,400000000
Lagos,Terraced duplex,Boyol Properties,"Off Orchid Road, Lekki Phase 2, Lekki, Lagos",4,4,5,2,65000000
Lagos,Semi duplex,Sao Property,"Michelle Okocha Crescent, Parkview Estate, Parkview, Ikoyi, Lagos",5,5,6,2,380000000
Lagos,Semi duplex,Beyonkar Properties,"Chevron Toll Gate, Lekki, Lagos",4,5,4,3,90000000
Lagos,Semi duplex,Skylar Homes & Properties,"Thomas Estate, Ajah, Lagos",4,5,5,4,65000000
Lagos,Terraced duplex,Naz_the_realter,"Ajah, Lagos",3,,,,55000000
Lagos,Flat,Primeway Luxury Homes,"Ikoyi, Lagos",4,5,5,2,300000000
Lagos,Terraced duplex,Beth-iros Real Estate,"Ikota, Lekki, Lagos",4,4,5,3,52000000
Lagos,Flat,Dotun Owolabi And Co Estate Surveyor And Valuers,"Adura Bus-stop, Alagbado, Ifako-Ijaiye, Lagos",,,,,40000000
Lagos,Terraced duplex,Beth-iros Real Estate,"Chevron Toll Gate, Lekki, Lagos",6,6,7,3,94000000
Lagos,Detached duplex,Overhplus Properties Limited,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",6,6,7,4,420000000
Lagos,Detached duplex,Donhilz Global Service,"Agungi Estate, Lekki, Lagos",4,5,3,,160000000
Lagos,Semi duplex,Headliners Properties And Homes,"Ajah, Lagos",4,4,4,3,80000000
Lagos,Semi duplex,Posh Properties,"Off College Road, Ogba, Ikeja, Lagos",4,,,,45000000
Lagos,Semi duplex,C W Real Estate,"Ikate, Lekki, Lagos",4,4,5,,140000000
Lagos,Flat,C W Real Estate,"Lekki Phase 1, Lekki, Lagos",3,3,4,,250000000
Lagos,Detached duplex,Connex Homes,"Orchid, Lekki, Lagos",4,4,4,,330000000
Lagos,Terraced duplex,Macmomoh And Company,"Fountain Height Estate, Ikeja GRA, Ikeja, Lagos",3,3,4,,275000000
Lagos,Detached duplex,C W Real Estate,"Osapa, Lekki, Lagos",4,4,5,,200000000
Lagos,Detached duplex,C W Real Estate,"Victoria Island (VI), Lagos",5,5,6,1300,1200000000
Lagos,Terraced duplex,C W Real Estate,"Ikate, Lekki, Lagos",4,4,5,,125000000
Lagos,Flat,Ambuiltech Ventures,"Seaside Estate, Badore, Ajah, Lagos",12,12,16,,120000000
Lagos,Terraced duplex,Naz_the_realter,"Camberwall Advantage 5, Lekki, Lagos",2,,,,75000000
Lagos,Detached duplex,Wincovers Properties,"Abraham Adesanya, Ajah, Lagos",4,4,5,,78000000
Lagos,Semi duplex,Best Naija Properties,"Igbo Efon, Lekki, Lagos",4,4,5,4,180000000
Lagos,Bungalow,Barosys Consulting,"Awoyaya, Ibeju Lekki, Lagos",3,3,4,350,35000000
Lagos,Detached duplex,Emmidez Homes Limited,"Osapa London, Osapa, Lekki, Lagos",4,4,5,7,1100000000
Lagos,Flat,Perfect Image Homes,"Osapa London, Lekki, Lagos",6,7,6,1001,900000000
Lagos,Detached duplex,Emmidez Homes Limited,"Osapa London, Osapa, Lekki, Lagos",5,5,6,8,1000000000
Lagos,Detached duplex,Emmidez Homes Limited,"Osapa London, Osapa, Lekki, Lagos",5,5,6,5,690000000
Lagos,Detached duplex,Emmidez Homes Limited,"Ikate, Lekki, Lagos",4,4,5,2,180000000
Lagos,Detached duplex,Emmidez Homes Limited,"Osapa London, Osapa, Lekki, Lagos",5,5,6,5,650000000
Lagos,Terraced duplex,Beyonkar Properties,"Orchid, Lekki, Lagos",4,5,4,3,65000000
Lagos,Detached duplex,Emmidez Homes Limited,"Lekki County Homes, Ikota, Lekki, Lagos",5,5,6,5,220000000
Lagos,Terraced duplex,Oleks Properties Limited,"Ajah, Lekki, Lagos",3,3,4,2,45000000
Lagos,Detached duplex,The Home Properties,"Victoria, Agidingbi, Ikeja, Lagos",4,,,,160000000
Lagos,Flat,Pcn Properties,"Lfi Estate, Unity, Bayeku, Igbogbo, Ikorodu, Lagos",2,2,3,,25000000
Lagos,Semi duplex,Conquerant Ventures,"Ishaga Estate, Ojodu Berger, Ojodu, Lagos",3,,,,31500000
Lagos,Detached duplex,Ablebis Realty,"Osapa London, Osapa, Lekki, Lagos",5,5,6,450,500000000
Lagos,Detached duplex,Tedhol Properties Ltd,"Peaceland Estate, Ogombo, Ajah, Lagos",4,4,5,,42000000
Lagos,Terraced duplex,Ablebis Realty,"Lekki County Homes, Ikota, Lekki, Lagos",4,4,5,180,65000000
Lagos,Detached duplex,Tedson Nigeria Limited,"Peaceland Estate, Ogombo, Ajah, Lagos",4,5,,,43000000
Lagos,Flat,Kloned Koncept Konsort Limited,"Emeka Nzom Street, Greenfield Estate, Ago Palace Way, Isolo, Lagos",6,4,6,20,90000000
Lagos,Terraced duplex,Kloned Koncept Konsort Limited,"Momoh Jimah Oyarekhua Close, Whiteoak Estate, Ologolo, Lekki, Lagos",4,4,5,3,130000000
Lagos,Terraced duplex,Wincovers Properties,"Abraham Adesanya, Ajah, Lagos",3,3,4,,60000000
Lagos,Flat,Kloned Koncept Konsort Limited,"Oluwole Afolabi Street, Lekki Phase 2, Lekki, Lagos",3,3,4,16,150000000
Lagos,Detached duplex,Kloned Koncept Konsort Limited,"Dele Ashiru Street, Gideon Ire Akari Estate, Ire Akari, Isolo, Lagos",4,6,5,4,75000000
Lagos,Flat,Enioland Investments,"Ikate, Lekki, Lagos",2,3,3,,75000000
Lagos,Detached duplex,Upper-link Realtors,"Off Kusenla Road, Ikate, Lekki, Lagos",5,5,6,5,135000000
Lagos,Terraced duplex,Upper-link Realtors,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",4,4,5,3,180000000
Lagos,Terraced duplex,Upper-link Realtors,"Estate Behind Femi Okunnu Estate, Jakande, Lekki, Lagos",5,5,6,3,110000000
Lagos,Detached duplex,Agathahomes.ng Limited,"Ajah, Lagos",5,5,6,4,95000000
Lagos,Detached duplex,Bluehedge Realtors,"Megamound Estate, Lekki, Lagos",5,5,6,4,160000000
Lagos,Detached duplex,Bluehedge Realtors,"Chevron Tollgate, Lekki, Lagos",5,6,7,5,350000000
Lagos,Detached duplex,Bluehedge Realtors,"Ologolo, Lekki, Lagos",5,6,7,6,260000000
Lagos,Semi duplex,Bluehedge Realtors,"Ajah, Lagos",4,5,6,2,130000000
Lagos,Terraced duplex,Joe Etoniru And Associates,"Orchid Road, Lafiaji, Lekki, Lagos",4,4,5,2,75000000
Lagos,Detached duplex,Joe Etoniru And Associates,"Megamound Estate, Ikota, Lekki, Lagos",5,5,6,4,185000000
Lagos,Terraced duplex,Findville Realty Ltd,"Sangotedo, Sangotedo, Ajah, Lagos",3,3,4,2,60000000
Lagos,Terraced duplex,Azrieli Property Ltd,"Ikate, Ikate Elegushi, Lekki, Lagos",4,5,5,4,140000000
Lagos,Detached duplex,Barosys Consulting,"Ikota, Lekki, Lagos",4,4,5,4,120000000
Lagos,Flat,Barosys Consulting,"Ajah, Lagos",2,2,3,,45000000
Lagos,Flat,Barosys Consulting,"Ajah, Lagos",4,4,5,,55000000
Lagos,Semi duplex,Barosys Consulting,"Ikota, Lekki, Lagos",4,4,5,3,98000000
Lagos,Semi duplex,Mosfet Homes,"Meridian Boulevan Estate, Ajiwe, Ajah, Lagos",3,4,4,,70000000
Lagos,Terraced duplex,Brains And Hammers Ltd,"Signature Estate ,by Periwinkle, Off Freedom Way, Lekki, Lagos",4,5,6,3,140000000
Lagos,Detached duplex,Inter-llect,"Orchid Road Off Chevron Tollgate, Lekki, Lagos",5,5,6,,95000000
Lagos,Semi duplex,Inter-llect,"Osapa, Lekki, Lagos",5,5,6,,140000000
Lagos,Semi duplex,Upper-link Realtors,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",8,8,9,14,750000000
Lagos,Semi duplex,Oleks Properties Limited,"Ajah, Lekki, Lagos",4,4,5,4,60000000
Lagos,Detached duplex,Howard Llc,"Chevron, Lekki, Lagos",5,6,6,5,100000000
Lagos,Detached duplex,Oleks Properties Limited,"Ajah, Lekki, Lagos",4,4,5,4,85000000
Lagos,Detached duplex,Pmng Acquisitions Ltd,"Orchid Road, By Chevron Toll Gate, Lekki, Lagos",5,6,6,6,195000000
Lagos,Detached duplex,Leeward Properties,"Off Oduduwa Way, Ikeja GRA, Ikeja, Lagos",5,5,6,600,500000000
Lagos,Semi duplex,Topclass Property,"Ologolo, Lekki, Lagos",4,6,6,7,85000000
Lagos,Detached duplex,Leeward Properties,"Off Isaac John Street, Ikeja GRA, Ikeja, Lagos",4,4,5,,230000000
Lagos,Detached duplex,Papitech Innovative Solutions,"VGC, Lekki, Lagos",4,4,5,4,160000000
Lagos,Detached duplex,Papitech Innovative Solutions,"Victory Park Estate, Osapa, Lekki, Lagos",5,5,6,5,450000000
Lagos,Detached duplex,Papitech Innovative Solutions,"Osapa, Lekki, Lagos",5,5,6,4,350000000
Lagos,Semi duplex,Oleks Properties Limited,"Ajah, Lekki, Lagos",4,4,5,2,70000000
Lagos,Semi duplex,Oleks Properties Limited,"Ajah, Lekki, Lagos",4,4,5,2,70000000
Lagos,Semi duplex,,"Rumens Road, Ikoyi, Lagos",5,5,6,5,1146403781
Lagos,Detached duplex,Dovegreen Properties,"Lekki Phase 1, Lekki, Lagos",5,5,6,,330000000
Lagos,Detached duplex,Dovegreen Properties,"Ikoyi, Lagos",5,5,6,6,1146403781
Lagos,Detached duplex,Dovegreen Properties,"Osapa London, Osapa, Lekki, Lagos",5,5,6,6,450000000
Lagos,Detached duplex,Dovegreen Properties,"Osapa, Lekki, Lagos",5,5,6,6,450000000
Lagos,Semi duplex,Rehovot Properties Limited,"Thomas Estate, Ajah, Lagos",4,4,5,4,60000000
Lagos,Detached duplex,Dovegreen Properties,"Osapa, Lekki, Lagos",6,6,7,6,500000000
Lagos,Detached duplex,Dovegreen Properties,"Agungi, Lekki, Lagos",4,4,5,4,120000000
Lagos,Detached duplex,Dovegreen Properties,"Osapa London, Osapa, Lekki, Lagos",5,5,6,6,480000000
Lagos,Semi duplex,Doveland Real Estate Company,"Ajah, Lagos",4,4,5,3,55000000
Lagos,Detached duplex,Toluwa Global Investment Ltd,"Banana Island, Ikoyi, Lagos",6,8,8,6,3821345938
Lagos,Detached duplex,Toluwa Global Investment Ltd,"Banana Island, Ikoyi, Lagos",5,6,6,5,1000000000
Lagos,Detached duplex,Toluwa Global Investment Ltd,"Ologolo, Lekki, Lagos",5,6,6,5,240000000
Lagos,Detached duplex,Toluwa Global Investment Ltd,"Osapa, Lekki, Lagos",5,6,6,5,400000000
Lagos,Terraced duplex,Toluwa Global Investment Ltd,"Banana Island, Ikoyi, Lagos",5,6,6,5,917123025
Lagos,Terraced duplex,Toluwa Global Investment Ltd,"Banana Island, Ikoyi, Lagos",6,6,6,4,800000000
Lagos,Detached duplex,Toluwa Global Investment Ltd,"Orchid Road By Lekki Second Toll Gate, Lekki, Lagos",5,5,5,4,130000000
Lagos,Semi duplex,Toluwa Global Investment Ltd,"Agungi, Lekki, Lagos",4,5,5,3,95000000
Lagos,Detached duplex,Toluwa Global Investment Ltd,"Second Toll Gate, Lekki Phase 1, Lekki, Lagos",5,6,6,8,150000000
Lagos,Detached duplex,Toluwa Global Investment Ltd,"Igbo Efon, Lekki Phase 1, Lekki, Lagos",5,6,6,4,210000000
Lagos,Semi duplex,Toluwa Global Investment Ltd,"Ajah, Lagos",4,5,5,4,80000000
Lagos,Flat,Toluwa Global Investment Ltd,"Ikate, Lekki Phase 1, Lekki, Lagos",2,3,3,3,100000000
Lagos,Semi duplex,Toluwa Global Investment Ltd,"Abraham Adesanya, Lekki Phase 2, Lekki, Lagos",3,4,4,3,60000000
Lagos,Terraced duplex,Toluwa Global Investment Ltd,"Ikate, Lekki Phase 1, Lekki, Lagos",4,5,5,3,140000000
Lagos,Detached duplex,Toluwa Global Investment Ltd,"Ikoyi, Lagos",5,6,6,8,1200000000
Lagos,Flat,Toluwa Global Investment Ltd,"Ikoyi, Lagos",4,5,5,6,764269188
Lagos,Detached duplex,Wincovers Properties,"Abraham Adesanya, Ajah, Lagos",4,4,5,,78000000
Lagos,Detached duplex,Toluwa Global Investment Ltd,"Ikoyi, Lagos",4,5,5,6,650000000
Lagos,Detached duplex,Toluwa Global Investment Ltd,"Megamound Estate, Lekki Phase 1, Lekki, Lagos",5,6,6,6,220000000
Lagos,Bungalow,Christopher Macbeth Global Ventures,"Abule Egba, Agege, Lagos",3,3,3,250,45000000
Lagos,Terraced duplex,Aruofeg Enterprise,"Ikate Elegushi, Lekki, Lagos",4,4,5,,130000000
Lagos,Semi duplex,Rehovot Properties Limited,"Ajah, Lekki, Lagos",4,4,5,3,55000000
Lagos,Semi duplex,Rehovot Properties Limited,"Ajah, Lekki, Lagos",4,4,5,4,73000000
Lagos,Semi duplex,Gudness Reality Ventures,"Orchid Road, Lekki, Lagos",3,3,4,5,50000000
Lagos,Detached duplex,Lyzrealtor,"Abraham Adesanya, Ajiwe, Ajah, Lagos",3,3,4,2,60000000
Lagos,Terraced duplex,Lyzrealtor,"Crown Estate, Sangotedo, Ajah, Lagos",3,3,4,3,58000000
Lagos,Flat,Bluehedge Realtors,"Ifako, Gbagada, Lagos",2,2,3,2,150000000
Lagos,Detached duplex,Dipaking Homes(rc 1970181),"Ogba, Ikeja, Lagos",5,6,6,,85000000
Lagos,Detached duplex,Oll Global Resources,"Lekki County, Lekki, Lagos",5,5,6,,220000000
Lagos,Terraced duplex,Bluehedge Realtors,"Glory, Ifako, Gbagada, Lagos",4,4,5,3,90000000
Lagos,Semi duplex,Oll Global Resources,"Osapa, Lekki, Lagos",4,4,5,,95000000
Lagos,Semi duplex,Classic Properties....,"Ikate, Lekki, Lagos",5,6,6,4,420000000
Lagos,Detached duplex,Classic Properties....,"Chevron Tollgate, Lekki, Lagos",5,5,6,5,180000000
Lagos,Flat,Bluehedge Realtors,"Ikate, Lekki, Lagos",2,2,3,2,60000000
Lagos,Detached duplex,Bluehedge Realtors,"Victory Park Estate, Lekki, Lagos",5,5,7,6,450000000
Lagos,Detached duplex,Daibol Property Solutions,"Ikota, Lekki, Lagos",5,5,5,,130000000
Lagos,Detached duplex,Easyhomeproperties Ltd,"Chevron Alternative Route, Lekki, Lagos",4,4,5,,135000000
Lagos,Detached duplex,Wincovers Properties,"Abraham Adesanya, Ajah, Lagos",4,4,5,,78000000
Lagos,Detached duplex,Daramola Gabriel & Company (estate Surveyors & Valuers),"36, Olufeso Street Iloro, Agege, Lagos",5,5,5,5,160000000
Lagos,Semi duplex,De Home Vessel,"Agungi, Lekki, Lagos",5,,,,110000000
Lagos,Detached duplex,De Home Vessel,"Chevron, Lekki, Lagos",5,,,,230000000
Lagos,Detached duplex,De Home Vessel,"Ajah, Lagos",4,,,,85000000
Lagos,Terraced duplex,De Home Vessel,"Ikate, Lekki, Lagos",4,,,,130000000
Lagos,Detached duplex,De Home Vessel,"Ajah, Lagos",4,,,,90000000
Lagos,Terraced duplex,De Home Vessel,"Ikate, Lekki, Lagos",4,,,,120000000
Lagos,Semi duplex,De Home Vessel,"Idado, Lekki, Lagos",4,,,,100000000
Lagos,Detached duplex,De Home Vessel,"Ikota, Lekki, Lagos",4,,,,115000000
Lagos,Detached duplex,De Home Vessel,"Osapa, Lekki, Lagos",5,,,,450000000
Lagos,Terraced duplex,De Home Vessel,"Ikate, Lekki, Lagos",4,,,,100000000
Lagos,Semi duplex,De Home Vessel,"Osapa, Lekki, Lagos",5,,,,270000000
Lagos,Detached duplex,De Home Vessel,"Osapa, Lekki, Lagos",5,,,,200000000
Lagos,Semi duplex,De Home Vessel,"Osapa, Lekki, Lagos",4,,,,95000000
Lagos,Terraced duplex,De Home Vessel,"Oniru, Victoria Island (VI), Lagos",5,,,,260000000
Lagos,Semi duplex,De Home Vessel,"Ajah, Lagos",5,,,,80000000
Lagos,Detached duplex,De Home Vessel,"Ikota, Lekki, Lagos",5,,,,120000000
Lagos,Semi duplex,De Home Vessel,"Ikota, Lekki, Lagos",4,,,,93000000
Lagos,Detached duplex,De Home Vessel,"Ikota, Lekki, Lagos",4,,,,130000000
Lagos,Detached duplex,De Home Vessel,"Osapa, Lekki, Lagos",5,,,,250000000
Lagos,Semi duplex,Sao Property,"Michelle Okocha Crescent, Parkview Estate, Parkview, Ikoyi, Lagos",5,5,6,2,380000000
Lagos,Semi duplex,De Home Vessel,"Chevron, Lekki, Lagos",4,,,,90000000
Lagos,Terraced duplex,De Home Vessel,"Ikoyi, Lagos",4,,,,450000000
Lagos,Detached duplex,De Home Vessel,"Osapa, Lekki, Lagos",5,,,,390000000
Lagos,Semi duplex,De Home Vessel,"Ikate, Lekki, Lagos",5,,,,230000000
Lagos,Detached duplex,De Home Vessel,"Ikate, Lekki, Lagos",5,,,,350000000
Lagos,Semi duplex,De Home Vessel,"Ajah, Lagos",4,,,,55000000
Lagos,Terraced duplex,Joe Etoniru And Associates,"Ikota, Lekki, Lagos",2,2,3,,38000000
Lagos,Detached duplex,Worthwhile Realtor,"Ikota, Lekki, Lagos",5,5,7,5,200000000
Lagos,Detached duplex,Wassimi Projects,"Victoria Island (VI), Lagos",8,8,9,6,450000000
Lagos,Flat,Perfect Wings Global Ltd,"Off Onike Road, Onike, Yaba, Lagos",1,,,,400000000
Lagos,Terraced duplex,Actvision Integrated Resources Ltd,"Lekki Phase 1, Lekki, Lagos",4,4,5,,130000000
Lagos,Semi duplex,Asdalok Nigeria Limited,"Ikoyi, Lagos",4,5,5,4,495000000
Lagos,Flat,Perfect Wings Global Ltd,"Thorburn Avenue, Sabo, Yaba, Lagos",1,,,,250000000
Lagos,Flat,Perfect Wings Global Ltd,"Little Road, Sabo, Yaba, Lagos",1,,,,150000000
Lagos,Semi duplex,Joe Etoniru And Associates,"Palace Road, Oniru, Victoria Island (VI), Lagos",4,4,5,,300000000
Lagos,Detached duplex,Noble Touch Properties,"Off 'o-mark' Bus Stop Igando, Akesan, Alimosho, Lagos",6,6,6,8,65000000
Lagos,Semi duplex,Rehovot Properties Limited,"Thomas Estate, Ajah, Lagos",4,4,5,4,60000000
Lagos,Detached duplex,Meadow Homes & Property Services,"Chevy Ville Estate, Lekki, Lagos",5,5,6,15,470000000
Lagos,Flat,Noble Touch Properties,"Off, Idimu, Lagos",3,3,3,10,65000000
Lagos,Flat,Winninglife International Ltd.,"Allen, Ikeja, Lagos",4,4,4,3,155000000
Lagos,Semi duplex,,"Oniru, Victoria Island (VI), Lagos",4,3,5,,300000000
Lagos,Terraced duplex,Aluko. Conqueror Homes,"Ikota, Lekki, Lagos",3,4,4,,55000000
Lagos,Semi duplex,Aluko. Conqueror Homes,"Orchid,, Lekki, Lagos",4,5,5,,75000000
Lagos,Flat,The Home Properties,"Ikoyi, Lagos",,,,,3000000000
Lagos,Semi duplex,Gudness Reality Ventures,"Ikota, Lekki, Lagos",4,4,5,3,53000000
Lagos,Detached duplex,Gudness Reality Ventures,"Osapa, Lekki, Lagos",5,5,6,6,480000000
Lagos,Detached duplex,Censiabello Homes,"Ajah, Lagos",5,5,6,4,160000000
Lagos,Detached duplex,Superite Estate Investment Limited,"Ologolo, Lekki, Lagos",4,4,5,,120000000
Lagos,Semi duplex,360 DEGREE PROPERTIES LTD,"Lekki Phase 1, Lekki, Lagos",8,8,10,14,750000000
Lagos,Detached duplex,Skylar Homes & Properties,"Lekki, Lagos",6,6,7,5,450000000
Lagos,Semi duplex,Superite Estate Investment Limited,"Ologolo, Lekki, Lagos",4,4,5,,100000000
Lagos,Semi duplex,Oleks Properties Limited,"Ajah, Lagos",4,4,5,3,50000000
Lagos,Detached duplex,Primenest Real Estate,"Lekki County Homes, Ikota, Lekki, Lagos",5,5,6,,200000000
Lagos,Terraced duplex,Primenest Real Estate,"Oniru, Victoria Island (VI), Lagos",5,6,6,,250000000
Lagos,Terraced duplex,Primenest Real Estate,"Oniru, Victoria Island (VI), Lagos",4,5,5,,220000000
Lagos,Semi duplex,Island Luxury,"Palace Road, Oniru, Victoria Island (VI), Lagos",4,4,5,,300000000
Lagos,Detached duplex,Christopher Macbeth Global Ventures,"Chevron, Lekki, Lagos",4,4,4,300,125000000
Lagos,Detached duplex,Bluehedge Realtors,"Chevron Tollgate, Lekki, Lagos",4,4,5,3,130000000
Lagos,Semi duplex,Fn Realtors Limited,"Ikate, Lekki, Lagos",5,5,6,6,230000000
Lagos,Flat,Censiabello Homes,"Ikate, Lekki, Lagos",5,5,6,3,450000000
Akwa_Ibom,Bungalow,Samuel,"Mbierebe Off Stadium Road, Uyo, Uyo, Akwa Ibom",3,4,4,4,43000000
Akwa_Ibom,Bungalow,Samuel,"Goodland Avenue, Mbribit Itam, Uyo, Uyo, Akwa Ibom",4,5,5,6,37000000
Akwa_Ibom,Bungalow,Samuel,"Ring Road 3, Uyo, Uyo, Akwa Ibom",3,4,4,4,18000000
Akwa_Ibom,Bungalow,Bluehedge Realtors,"Ekpri Nsukara, Off Nwaniba Road, Uyo, Akwa Ibom",3,5,7,7,60000000
Akwa_Ibom,Bungalow,Bluehedge Realtors,"Opposite Shelter Afrique Estate, Uyo, Akwa Ibom",4,4,5,8,60000000
Akwa_Ibom,Bungalow,Bluehedge Realtors,"Shelter Afrique Estate Extension, Uyo, Akwa Ibom",4,4,5,5,50000000
Akwa_Ibom,Detached duplex,Bluehedge Realtors,"Akwa Ima Estate, Uyo, Akwa Ibom",5,5,6,10,130000000
Akwa_Ibom,Flat,Bluehedge Realtors,"Anana Ekong Estate, Off Ekpri Nsukara Road, Uyo, Akwa Ibom",,,,,35000000
Akwa_Ibom,Detached duplex,Life Hedge Resources,"Akwa Ima Estate, Uyo, Akwa Ibom",6,6,7,30,140000000
Akwa_Ibom,Detached duplex,Life Hedge Resources,"Osongama Estate, Uyo, Akwa Ibom",6,6,7,20,120000000
Akwa_Ibom,Bungalow,Samuel,"Shelter Afrique Estate Extension, Uyo, Uyo, Akwa Ibom",3,4,4,4,37000000
Akwa_Ibom,Flat,Samuel,"Stadium Road, Uyo, Uyo, Akwa Ibom",2,3,3,4,12000000
Akwa_Ibom,Bungalow,,"10 John Etim Street, Uyo, Akwa Ibom",4,4,4,6,25000000
Akwa_Ibom,Bungalow,Bluehedge Realtors,"New Ring Road, Uyo, Akwa Ibom",3,3,4,4,20000000
Akwa_Ibom,Bungalow,Bluehedge Realtors,"Off Stadium Road, Uyo, Akwa Ibom",3,3,4,6,45000000
Akwa_Ibom,Bungalow,Bluehedge Realtors,"Amia Estate, Off Nwaniba Road, Uyo, Akwa Ibom",5,4,6,10,35000000
Akwa_Ibom,Detached duplex,Bluehedge Realtors,"Ewet Housing Estate Extension, Uyo, Akwa Ibom",5,5,6,6,150000000
Akwa_Ibom,Detached duplex,Bluehedge Realtors,"Ewet Housing Estate, Uyo, Akwa Ibom",6,6,7,12,150000000
Akwa_Ibom,Bungalow,Bluehedge Realtors,"Goodland Avenue Estate, Uyo, Akwa Ibom",3,3,4,5,50000000
Akwa_Ibom,Bungalow,Bluehedge Realtors,"New Ring Road 3, Uyo, Akwa Ibom",3,3,4,15,30000000
Akwa_Ibom,Bungalow,Bluehedge Realtors,"Shelter Afrique Extension, Uyo, Akwa Ibom",3,3,4,10,27000000
Akwa_Ibom,Bungalow,Bluehedge Realtors,"Itam, Off Ikot Ekpene Road, Uyo, Akwa Ibom",3,2,2,5,14000000
Akwa_Ibom,Detached duplex,Bluehedge Realtors,"Uyo, Akwa Ibom",2,2,3,5,52000000
